review,rating,final_text,sentiment
"jujur sebenarnya aplikasinya bagus, tapi kalo lagi hujan atau sehabis hujan ituh susah banget buat cari driver saya ga paham antara emang ga mau atau mereka matikan aplikasi namun sebanyak driver gojek yang ada tidak ada satu pun yang ambil, saya sudah mau rela keluarin uang yang aga cukup besar untuk pulang dengan jarak yang aga emang jauh sih, cuman biasanya saya akan kasih lebih untuk drive nya, sama saya sering kali dapat perlakuan yang tidak enak, dan gunakan kenalpot yang sni",2,jujur benar aplikasi bagus kalau hujan habis hujan ituh susah banget buat cari driver tidak paham memang tidak mau mati aplikasi banyak driver gojek tidak satu ambil mau rela keluarin uang aga cukup besar pulang jarak aga memang jauh cuman biasa kasih lebih drive sama sering kali laku tidak enak guna kenalpot sni,negatif
Pelayanan oke..,5,layan oke,positif
"drivernya sombong bgt main cancel cancel mlu, udh lama nunggu eh di cancel jembot",1,driver sombong banget main cancel cancel mlu lama nunggu eh cancel jembot,negatif
"susah banget cari driver pas lagi hujan, dan mahal banget ongkos nya udah kayak berkali kali lipat",3,susah banget cari driver pas hujan mahal banget ongkos kayak kali kali lipat,netral
gajelas sekarang nyari driver lama dateng juga lama,1,gajelas sekarang nyari driver lama dateng lama,negatif
seneng banget bisa membantu ketika sedang mencari apa yang di butuhkan ada semua,5,neng banget bantu sedang cari apa butuh semua,positif
seneng banget semenjak punya aplikasi ini aku nggak pernah bingung kalau ke mana mana,5,neng banget semenjak punya aplikasi tidak pernah bingung kalau mana mana,positif
bapak sopir nya baik sekali dan sopan sekali,5,bapak sopir baik sekali sopan sekali,positif
sangat puas dalam aplikasi gojek ini,5,sangat puas aplikasi gojek,positif
Sangat membantu dalam segala hal 🥰,5,sangat bantu segala,positif
"lama, nyari driver juga susah",2,lama nyari driver susah,negatif
gojek sangat berguna dan membantu saat membutuhkan anter jemput baju hijau green flag 💚,5,gojek sangat guna bantu butuh anter jemput baju hijau green flag,positif
bagaimana cara untuk melaporkan perihal penagihan dari pihak gopay nih? ngelebihin dari aplikasi pinjol beneran.,1,bagaimana cara lapor perihal tagih pihak gopay nih ngelebihin aplikasi pinjol beneran,negatif
"tlong ya drivernya klo gmw ambil orderan tu ya bilang, saya sering dianggurin driver selama sejam lebih krna mereka gamau ambil orderan lantaran mereka gamau ratingnya turun",2,tlong driver kalau gmw ambil order tu bilang sering dianggurin driver lama jam lebih gamau ambil order lantar gamau ratingnya turun,negatif
"order pake gofood minta cocacola dikirimnya fanta. order 2 burger, ayam dan kentang large cuma dikasih 3 sachet sambal, padahal sdh saya kasih note minta tambahan sambal. jangan pelit2 ke customer. apalagi hanya sambal sacetan. hal sepele tapi bikin kapok.",2,order pake gofood minta cocacola kirim fanta order burger ayam kentang large cuma kasih sachet sambal padahal kasih note minta tambah sambal jangan pelit customer sambal sacetan sepele bikin kapok,negatif
"percuma ada ojol, kalo hujan susah dapet driver ntah goride atau gofood, bahkan gocar juga susah, di apk ojol lain ketika hujan pun cepat dapatnya",1,percuma ojol kalau hujan susah driver ntah goride gofood bahkan gocar susah aplikasi ojol hujan cepat dapat,negatif
saat hujan lalu sudah teduh dan memesan makanan gak ada satu pun driver untuk mengantarkannya sangat membuang buang waktu untuk men cancel nya.,1,hujan lalu teduh mes makan tidak satu driver antar sangat buang buang waktu men cancel,negatif
pengambilan barang tepat waktu,5,ambil barang tepat waktu,positif
"GO-RIDE hemat jemput nya jauh jauh, it bego",1,go ride hemat jemput jauh jauh it bego,negatif
"saran, coba dibikin fitur goride/gocar yg dimana drivernya ini perempuan. Fitur nanti dikhususkan kepada pengguna atau customer yang perempuan juga. Pakai verifikasi driver, dan verifikasi pengguna juga🙏",5,saran coba bikin fitur goride gocar driver perempuan fitur khusus guna customer perempuan pakai verifikasi driver verifikasi guna,positif
ok banget 🧡,5,banget,positif
ongkirnya ga ngotak jirr,3,ongkirnya tidak ngotak jirr,netral
nyiksa Mitra nyiksa konsumen juga,1,nyiksa mitra nyiksa konsumen,negatif
sangat berguna untuk orang orang yang ga ada yang bisa nganterin,5,sangat guna orang orang tidak nganterin,positif
sekarang makai gojek cuman buat bayar qris aja untuk pesanan antar orang atau barang udah susah. kebanyakan drivernya beralasan,3,sekarang maka gojek cuman buat bayar qris pesan antar orang barang susah banyak driver alas,netral
aplikasinya sudah bagus. lumayan sering dapat voucher promo. kalo boleh saran adain juga metode pembayaran QRIS,5,aplikasi bagus lumayan sering voucher promo kalau saran adain metode bayar qris,positif
"Susah amat nyari driver Gocar udah berapa kali kejadian dapet driver gocar ga becus diterima tapi kagak mau jalan, ngabisin waktu gw doang, ini aja gw bukannya nunggu driver malah nyari driver, gajelas",1,susah nyari driver gocar berapa kali jadi driver gocar tidak becus terima kagak mau jalan ngabisin waktu doang bukan nunggu driver malah nyari driver gajelas,negatif
SANGAT BERGUNA,5,sangat guna,positif
"padahal ambil barang sesuai titik maps, masa muter-muter nyariin padahal terpampang jelas toko keliatan, alasan klasik biar nambah uang, udah sering GO-SEND ini di pinta lagi, saya tau masuk ruko bayar parkir 3rb tapi kalau blm lewat 5 menit free, saya pantau di maps pergerakannya dia kaga muter-muter ruko, kalau sekiranya harga ga cocok chat biar saya cancel jangan pas ambil minta duit lagi biasa oknum ni",1,padahal ambil barang sesuai titik maps masa muter muter nyariin padahal pampang jelas toko liat alas klasik nambah uang sering go send pinta tau masuk ruko bayar parkir rb kalau belum lewat menit free pantau maps gera tidak muter muter ruko kalau sekira harga tidak cocok chat cancel jangan pas ambil minta duit biasa oknum ni,negatif
"gojek sekarang beda dgn yg dulu, gojek sekarang cari driver susah, karena para hak driver gx sejahtera, saya dari beberapa kali order gocar gx dapat driver, sampai 3 x order, akhirnya ke aplikasi sebelah, order makanan hampir 2 jam, jd tak selera makan,",3,gojek sekarang beda dulu gojek sekarang cari driver susah hak driver gx sejahtera beberapa kali order gocar gx driver order akhir aplikasi belah order makan hampir jam jadi tidak selera makan,netral
lama cari drivernya,2,lama cari driver,negatif
sering nggak pernah dapet driver padahal posisi udah laper bgt,3,sering tidak pernah driver padahal posisi laper banget,netral
"bagus,mudah & simpel",5,bagus mudah simpel,positif
"aplikasi GO-JEK hemat, ada 2 driver hr ini yg tdk mau. dan yg ke 2. menghina konsumen dg chat wkwkwkwk hemat gitu doang trus di cancel sendiri",5,aplikasi go jek hemat driver hr tidak mau hina konsumen chat wkwkwkwk hemat gitu doang terus cancel sendiri,positif
Good knowledge Good service Good innovation,5,good knowledge good service good innovation,positif
kalau bisa titik nya di sesuaikan lagi kak saya punya resto setiap gosend walaupun alamat sudah bener tapi kata gojeknya titik tidak sesuai dan akhirnya minta tambah ongkos padahal saya cek di maps titiknya bener di situ malah driver e yang salah jalan bisa di perbaiki lagi kalau kayak gini saya rugi,2,kalau titik sesuai kak punya resto gosend walaupun alamat benar kata gojek titik tidak sesuai akhir minta tambah ongkos padahal cek maps titik benar situ malah driver salah jalan baik kalau kayak gin rugi,negatif
"jangan ada yang ambil program nabung BRI yang terdapat pada aplikasi gojek driver. karna, terdapat ke-tidak dinkronan data antara saldo Brimo dengan saldo yang dipotong melalui aplikasi. kita ajukan komplen punsusah",1,jangan ambil program nabung bri dapat aplikasi gojek driver dapat tidak dinkronan data saldo brimo saldo potong lalu aplikasi aju komplen punsusah,negatif
bagus disponsor dgn GOpay,5,bagus sponsor gopay,positif
kecewa dengan gojek skrg dpet driver aja lama ssekali.. trs sering di cancel kalo pesen gofood. kayanya harus pindah aplikasi sebelah.,2,kecewa gojek sekarang dpet driver lama ssekali terus sering cancel kalau sen gofood kaya pindah aplikasi belah,negatif
"map & titik mohon akurat lagi,trim",5,map titik mohon akurat trim,positif
Sangat bagus dan pelayananya sangat cepat,5,sangat bagus pelayananya sangat cepat,positif
sejak ramadhan sulit dpt driver gojek,4,sejak ramadhan sulit driver gojek,positif
nice😊,5,nice,positif
lama dapat driver.,1,lama driver,negatif
sangatlah membantu dalam berpergian kesana saja,5,sangat bantu pergi kesana,positif
driver byaa ok2,5,driver byaa,positif
"Saran aja, mohon kondisi jaringan nya di benerin ya, saya mau mesen goride susah banget harus pakai wifi, jadi tolong sekali dibenerin ya",4,saran mohon kondisi jaring benerin mau mesen goride susah banget pakai wifi jadi sekali dibenerin,positif
buang buang waktu. nyaut driver lebih jauh ke titik Penjemputan daripada ke tujuan,1,buang buang waktu nyaut driver lebih jauh titik jemput tuju,negatif
ko gg bisa,5,ko gg,positif
sangat terbantu..👍🏼🫰🏼☺️,5,sangat bantu,positif
"turun deh jadi bintang 2, apaan tarif promo di batalin sama driver mulu.",2,turun jadi bintang apa tarif promo batalin sama driver mulu,negatif
aman berkendara,4,aman kendara,positif
"jaringan susah ketika hujan, bnyk driver yg ada dekat, tapi yg dapat malah jauh""",2,jaring susah hujan banyak driver dekat malah jauh,negatif
"cinta bangettt, gojek nemenin aku kemana-mana 💕💕",5,cinta bangett gojek nemenin mana,positif
lemot banget herann. mana nanti notifnya wifi mati dll. padahal sinyal lancar jaya. buat buka apk lain pun lancar. emang cuma gojek aja nih yg agak agak kurasa,4,lambat banget herann mana notifnya wifi mati padahal sinyal lancar jaya buat buka aplikasi lancar memang cuma gojek nih rasa,positif
semoga gojek Indonesia selalu memberikan pelayanan yang bagus dan memberikan keuntungan untuk penumpang dan driver.,4,moga gojek indonesia selalu beri layan bagus beri untung tumpang driver,positif
cuma kalau hujan sulit dapat bah,5,cuma kalau hujan sulit bah,positif
cari drivernya lama padahal sudah pakek prioritas tetep masih lama pilih ongkir paling mahal pun tetap lama cari driver di si apk warna kuning lebih cepat,1,cari driver lama padahal pakek prioritas tetep lama pilih ongkir paling mahal tetap lama cari driver si aplikasi warna kuning lebih cepat,negatif
bagus tapi aplikasinya berberat banget,5,bagus aplikasi berat banget,positif
"Saya lebih suka tampilan Gojek daripada Gopay dan Gojek Memiliki lebih banyak fitur seperti gofood, gojek, dll. tolong dong pihak Gojek Adain Fitur ngeliat total pengeluaran kita perbulan seperti di Gopay, buat install 2 aplikasi sekaligus gitu rasanya memakan banyak storage",4,lebih suka tampil gojek gopay gojek milik lebih banyak fitur gofood gojek pihak gojek adain fitur ngeliat total keluar bulan gopay buat install aplikasi sekaligus gitu rasa makan banyak storage,positif
Mantaps,5,mantaps,positif
Aplikasi yang membantu kebutuhan saya,5,aplikasi bantu butuh,positif
"bagus, hanya penentuan lokasi pick up konsumen bisa lebih baik lagi ya",4,bagus tentu lokasi pick up konsumen lebih baik,positif
bapak supirnya mau diajak ngobrol sama anakku yng berkebutuhan khusus,5,bapak supirnya mau ajak ngobrol sama anak yng butuh khusus,positif
"disaat butuh segera, lama banget dapet drivernya .. udah beberapa kali kayak gini.. padahal ada icon driver nya disekitar titik jemput, tapi gak nyangkut..",3,saat butuh segera lama banget driver beberapa kali kayak gin padahal icon driver sekitar titik jemput tidak nyangkut,netral
"jujur aja ya saya tuh aga kecewa kadang sama driver nya. apalgi pagi ini bener' bikin saya emosi bgt sama sikap drivernya. saya anak sekolah dan saya pasti punya jadwal masuk dan ditutup nya gerbang, padahal saya udah bilang ke abangnya kalo mau beli bensin beli aja dulu. dia gamau ngertiin. waktu saya abis cuman buat nungguin dia isi bensin. dan akhirnya saya mutusin buat muter balik aja ga sekolah karna gerbang keburu di tutup dan saya bt.",3,jujur tuh aga kecewa kadang sama driver apalgi pagi benar bikin emosi banget sama sikap driver anak sekolah punya jadwal masuk tutup gerbang padahal bilang abang kalau mau beli bensin beli dulu gamau ngertiin waktu habis cuman buat nungguin isi bensin akhir mutusin buat muter balik tidak sekolah gerbang keburu tutup bt,netral
"susah sekali akhir akhir ini untuk mendapatkan driver, baik dari goride maupun gocar",1,susah sekali akhir akhir dapat driver baik goride maupun gocar,negatif
"aplikasi ojek online tapi ojeknya ga dapet"" wkwk",1,aplikasi ojek online ojek tidak,negatif
susah cari pengemudi,2,susah cari kemudi,negatif
sulit sekarang saat urgent booking sudah setengah jam ga dapat2,2,sulit sekarang urgent booking tengah jam tidak,negatif
"dulu cepet kalo dapet driver, masuk 2026 tambah susah cari driver tolong ya kita yg sekolah juga butuh nihh",2,dulu cepat kalau driver masuk tambah susah cari driver sekolah butuh nihh,negatif
"lama dapet driver, sudah telat 4 kali gara² gojek",1,lama driver telat kali gara gojek,negatif
lama cari gojeknya..,1,lama cari gojek,negatif
harga mahal ttp lama,1,harga mahal ttp lama,negatif
driver nya banyak tapi di apk lagi nyari lama banget gw mau sekolah telat,1,driver banyak aplikasi nyari lama banget mau sekolah telat,negatif
"DRIVER LELET SEMUA, KAGA ADA YANG MAU NGANTER SEMUA. PADAHAL DI DEKAT LOKASI ADA BANYAK DRIVER TAPI GAMAU AMBIL-AMBIL, KESEL BANGET GILAA! UDAH BEBERAPA KALI KEK GANTI SAMPE TEMPAT TUJUAN SELALU TELAT.",2,driver lambat semua tidak mau nganter semua padahal dekat lokasi banyak driver gamau ambil ambil kesel banget gilaa beberapa kali kek ganti sampe tempat tuju selalu telat,negatif
lelet dapet driver,1,lambat driver,negatif
sangaat bangus sekali,5,sangaat bangus sekali,positif
ko skrg gojek jd mahal bgt jarak dkt aj smp 20rb ihhh.. ud jrang bgt dpt vocher.. parah sihh,2,ko sekarang gojek jadi mahal banget jarak dkt aj smp rb ihh ud jrang banget vocher parah sihh,negatif
"driver lelet, seenaknya sendiri, lalu sistem bintang di costumer suka di main mainin driver biar drivernya itu itu terus karena tip",1,driver lambat enak sendiri lalu sistem bintang costumer suka main mainin driver driver terus tip,negatif
"harus nya pembukaan driver di perbnyak, maka nya susah cari driver. karena driver yg lama2 merasa dia pling berkuasa. maka nya seenak nya menolak orderan",2,buka driver perbnyak susah cari driver driver lama rasa pling kuasa enak tolak order,negatif
"Jujur sebenarnya apk nya bagus bgtt, tapi entah kenapa akhir-akhir ini kalau mau mesen goride tuh bener bener lama bgt, walaupun harga nya udah di naikin juga tetep ga ada yg mau ngambil padahal situasi nya bukan hujan, semoga bisa lebih di kembangkan ya",5,jujur benar aplikasi bagus bgtt entah akhir akhir kalau mau mesen goride tuh benar benar lama banget walaupun harga naikin tetep tidak mau ngambil padahal situasi bukan hujan moga lebih kembang,positif
"Susah cari drivernya mau itu gofood, gocar, gojek. Padahal di sekitar driver banyak. Kemudian driver sekarang pilih2 orderan",1,susah cari driver mau gofood gocar gojek padahal driver banyak kemudian driver sekarang pilih order,negatif
semoga sekarang aman mohon pengawalan dgn ketat oleh pihak gojek biar tidak ada yang di rugikan oleh pihak ke 3,3,moga sekarang aman mohon awal ketat pihak gojek tidak rugi pihak,netral
"tolng dong perbaiki sistemnya, masa jauh-jauh dpt drivernya. Mau hemat waktu malah jdi ga efisien gra-gara sistem kalian.",3,tolng baik sistem masa jauh jauh driver mau hemat waktu malah jdi tidak efisien gra gara sistem kalian,netral
gojek makin tidak jelas dan .makan uang drver nya,1,gojek makin tidak jelas makan uang drver,negatif
"mantapp, utk harga ny tolong di turunin dikit hehee",5,mantap harga ny turunin dikit hehee,positif
"drivernya apa2 kena cas,hujan dikit kena cas,bawa barang bawaan dikit kena cas,kek aji mumpung segala dibikin kena cas",1,driver apa kena cas hujan dikit kena cas bawa barang bawa dikit kena cas kek aji mumpung segala bikin kena cas,negatif
